STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2015,,3543.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2016,,3582.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2017,,3839.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2018,,3932.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2019,,4289.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2020,,4303.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2021,,4680.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2022,,4648.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",A,"Agriculture, forestry and fishing",B1G,"Value added, gross",PT,Portugal,2023,,5778.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2000,,39776.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2001,,41388.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2002,,41166.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2003,,41408.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2004,,42821.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2005,,45046.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2006,,48607.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2007,,52346.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2008,,52216.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2009,,48152.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2010,,50031.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2011,,52834.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2012,,54632.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2013,,54944.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2014,,56735.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2015,,58985.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2016,,62839.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2017,,64066.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2018,,66380.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2019,,67674.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2020,,63122.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2021,,68975.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2022,,74829.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",AT,Austria,2023,,76173.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2000,,431981.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2001,,441002.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2002,,433029.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2003,,438145.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2004,,453784.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2005,,459778.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2006,,493457.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2007,,521915.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2008,,511603.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2009,,432427.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2010,,508085.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2011,,552758.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2012,,561180.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2013,,566418.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2014,,600184.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2015,,621665.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2016,,652239.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2017,,669711.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2018,,680125.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2019,,683030.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2020,,639332.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2021,,683907.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2022,,730927.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",DE,Germany,2023,,799148.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2000,,105341.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2001,,110960.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2002,,113885.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2003,,117206.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2004,,120560.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2005,,125316.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2006,,131369.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2007,,135843.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2008,,137888.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2009,,121547.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2010,,119716.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2011,,119709.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2012,,112007.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2013,,111450.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2014,,114259.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2015,,119732.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2016,,122996.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2017,,130043.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2018,,130788.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2019,,134106.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2020,,122556.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2021,,139066.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2022,,151730.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",ES,Spain,2023,,164020.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",NL,Netherlands,2000,,57479.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",NL,Netherlands,2001,,60442.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",NL,Netherlands,2002,,59889.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",NL,Netherlands,2003,,58978.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",NL,Netherlands,2004,,61334.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",NL,Netherlands,2005,,64117.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,CP_MEUR,"Current prices, million euro",C,Manufacturing,B1G,"Value added, gross",NL,Netherlands,2006,,66057.0,,,,,
